geom_x_y;M2;N_AR
48.8234872264,2.3564895218;171.1450836;13
48.8228274294,2.35636173224;22.8336548;13
48.8229951435,2.35640721265;9.043379;13
48.8226710248,2.35630318936;1.6577533999999998;13
48.8230813687,2.35653656948;1.1452575;13
48.8230516613,2.35644733511;158.8897875;13
48.8231838405,2.35784778303;90.8566553;13
48.8227542893,2.35723541262;13.9227879;13
48.8229888794,2.35884357036;11.4880208;13
48.8225005326,2.3590849571;3.077702;13
48.8224839208,2.35900156956;2.6594841000000002;13
48.8228958982,2.35960380062;8.4595541;13
48.8230414534,2.36037060226;294.6971753;13
48.8228129463,2.35982705426;10.2591718;13
48.8235314506,2.36044418024;881.3172223;13
48.8233010689,2.36066619166;26.8980963;13
48.8236171308,2.36119627254;343.7293019;13
48.8229062979,2.36102994774;91.8348297;13
48.8284538895,2.3217244088;174.330287;14
48.8293600956,2.30719491043;1.398599;14
48.8291792978,2.30760476996;79.2371428;14
48.8302366194,2.30997341124;1605.4481641;14
48.8297689939,2.31107866561;1484.7600827;14
48.8297830724,2.31418453098;27.2117494;14
48.8295835122,2.31450688461;28.636836;14
48.8298718461,2.31351607955;2.0946383;14
48.8301125469,2.31405768629;84.7538703;14
48.8295126775,2.31554761125;75.2375838;14
48.8296274886,2.31484115247;1.5343632999999999;14
48.8294672797,2.31595749464;41.6835959;14
48.8298675748,2.31560583698;44.714387;14
48.8293105775,2.31693662597;139.8859455;14
48.8293732154,2.31785504435;15.9624198;14
48.8292085823,2.31772299457;6.8281957;14
48.8298898797,2.31959675715;175.136394;14
48.8456343584,2.37517272307;14.5664338;12
48.8463049801,2.37540916524;2.8928609;12
48.8452680087,2.37692632228;6.6046821;12
48.8450608085,2.37720018646;12.7290405;12
48.8459172336,2.3770105757;28.631373;12
48.8453711205,2.3756277605;1.5152383;12
48.8447709098,2.37802685388;29.1209879;12
48.8452832377,2.37850494525;4.8212396;12
48.8455336436,2.38230922068;353.9425512;12
48.8455418749,2.38299434925;242.362763;12
48.8454845332,2.38304569849;5.311913;12
48.8459123214,2.38308006141;43.7135953;12
48.8459869722,2.36886976452;131.2115721;12
48.8460207368,2.36931991473;92.1400685;12
48.845989362,2.36943337337;8.160671;12
48.8462808972,2.3693381103;761.1339718;12
48.8457567688,2.36985027185;566.1267196;12
48.8459145184,2.36984037859;3.4824364;12
48.84569688,2.36992790696;3.0072889;12
48.8461210537,2.37030120354;7.9411328999999995;12
48.8457914717,2.3705227103;2.0039695;12
48.8458097776,2.37046496228;2.033134;12
48.8463204519,2.37184330405;2.3416518;12
48.8461703749,2.37188354972;16.4486695;12
48.8463172634,2.37364212141;4.6552782;12
48.8457314883,2.37513595493;16.0020425;12
48.8463993982,2.37511275933;40.5014877;12
48.8455813969,2.3762880474;17.525814;12
48.8456583051,2.37787462834;5.9944396;12
48.8455157975,2.37840236832;472.7312521;12
48.8458841944,2.37926058095;88.8689754;12
48.8460997294,2.37850827772;18.0615716;12
48.846609047,2.37851655152;194.2788288;12
48.8459885474,2.38110112662;203.7195152;12
48.8457299889,2.38107423066;214.7219662;12
48.8460815179,2.38017266358;125.1142724;12
48.8463330425,2.38008151875;4.1476314;12
48.8465454395,2.38227851706;27.3308874;12
48.8466001091,2.38216001453;288.9375805;12
48.8465648049,2.38247581951;5.6170439;12
48.8465085177,2.38300987174;183.0206013;12
48.8466378843,2.38281971488;17.3231703;12
48.8465315126,2.38280859436;24.2730508;12
48.8244254734,2.3552967416;61.3205182;13
48.8441238275,2.4092805776;115.430843;12
48.8440947123,2.40905880907;3.0299215;12
48.8452006795,2.41013259374;36.8943722;12
48.8452944821,2.41016104307;5.2459689;12
48.8450974965,2.4129684046;119.9035978;12
48.8446521516,2.40276362142;31.7217546;12
48.8454062131,2.40249004352;2.4717727;12
48.8452251563,2.40324637112;1.8124563;12
48.8452058696,2.40410040602;113.7316691;12
48.8452679922,2.40469378545;101.1786098;12
48.8453246278,2.40529809138;85.5482935;12
48.8454095707,2.40464040556;15.6112061;12
48.8452055466,2.40608332164;22.467806799999998;12
48.8451259379,2.40733933338;0.652389;12
48.8451143525,2.4071730829;0.10695049999999999;12
48.8452273818,2.40836354881;10.795003;12
48.844953675,2.40884498593;100.8647232;12
48.8275544427,2.38459415969;4.4452033;13
48.8276903818,2.38487971488;4.3391918;13
48.8272054607,2.38471077786;1.3031759;13
48.827338537,2.38509224693;28.8738313;13
48.8275083954,2.38509599699;2.3979839;13
48.8276720847,2.37724678817;1.1880925;13
48.8266442998,2.38352817869;0.9441948;13
48.8262008376,2.38261383695;0.41859979999999997;13
48.8267791314,2.38295563773;4.2058704;13
48.8267023358,2.38293646544;78.1744457;13
48.8266972424,2.38303631711;0.0085737;13
48.8267916676,2.38351144115;42.1645232;13
48.8267339555,2.38368203568;13.4829532;13
48.8270059168,2.38297011098;10.2958092;13
48.8268115197,2.37873033692;5.4272237;13
48.8271901814,2.37835979942;0.839799;13
48.8264306892,2.38173361713;2.2504346;13
48.8266347321,2.38187435053;2.6685134;13
48.8292662763,2.34207647225;3.3203438;13
48.8292630701,2.35726869919;20.3217667;13
48.8218729561,2.36772938564;840.3532976;13
48.8445804415,2.38202219743;38.9100073;12
48.8452322735,2.38240280651;97.1839507;12
48.8450802955,2.38255365103;203.6852467;12
48.8448742377,2.38235124331;5.1981342999999995;12
48.8448359954,2.38232321616;30.6526207;12
48.8274585206,2.3647244859;24.2981741;13
48.8286241162,2.36733296593;6084;13
48.8298272156,2.35781753858;268.1740393;13
48.8297478296,2.3578921701;50.7241936;13
48.8351878389,2.38441558134;31.7966409;12
48.8358341166,2.38448406455;11.6610509;12
48.8363958446,2.38471801528;33.2615318;12
48.8363382872,2.38478094869;20.7436459;12
48.8359464573,2.38535380367;202.7309192;12
48.834934957,2.38665637229;10.7144054;12
48.8349675239,2.385974869;2.0744;12
48.8349182621,2.38603163867;0.949998;12
48.8360579852,2.38404912535;55.4487768;12
48.8360392033,2.38409979943;51.1624411;12
48.8361893623,2.38400360705;18.3820832;12
48.8361957299,2.38401136711;7.7446559;12
48.8355332364,2.38403597642;0.7513976;12
48.8354020036,2.38490174895;36.5772311;12
48.8355531527,2.38482014608;11.3585336;12
48.8353747663,2.38672074769;3.0249275;12
48.8353981839,2.38676385551;3.0132035;12
48.8360876638,2.38585572861;27.5966936;12
48.8353161447,2.38585611515;7.3307911;12
48.8352315297,2.38649672479;3.6390227;12
48.8346470353,2.38761578514;2.0671029;12
48.8348842478,2.38755669558;13.0480878;12
48.8348804167,2.38754599108;6.0995732;12
48.8372535487,2.38996465161;32.2552704;12
48.83605719,2.39117150149;118.5438274;12
48.8357139153,2.39057367113;33.3392106;12
48.8344800022,2.38859782354;61.346483;12
48.8350314971,2.38922029508;788.706126;12
48.8276849518,2.35310027235;9.653928;13
48.8277491394,2.35400057296;473.2599569;13
48.8279906724,2.35559979094;11.8607315;13
48.8279599059,2.35551320452;2.6758634;13
48.8283025752,2.35538933859;1199.4029176;13
48.8272910736,2.35411676206;133.5651884;13
48.8273276715,2.35383653652;31.6176178;13
48.8278004387,2.35552101575;2.150195;13
48.827550001,2.35606770114;3.7247198;13
48.8278391133,2.35799798355;53.0509743;13
48.8277831035,2.35791620199;0.8688355;13
48.8278483962,2.35818181986;29.6175558;13
48.8283409549,2.34246944394;0.8803603;13
48.8286558695,2.34265569098;79.0989376;13
48.8284704319,2.34242331805;4.2733074;13
48.8295173205,2.34375686903;645.297527;13
48.8281766393,2.34177450018;2.0577092;13
48.8280211922,2.34314741286;61.160405;13
48.8281565713,2.34499988776;54.768872;13
48.8281237717,2.34513235445;161.0220579;13
48.8289175854,2.34606913828;1084.2018267;13
48.8278588664,2.34616232593;1.9842947;13
48.8279881566,2.34630873253;1.6691663;13
48.8280726905,2.34657189942;5.1275334;13
48.8281536106,2.34705927423;226.6445482;13
48.8280269158,2.34720263988;24.3830474;13
48.8281792296,2.34752321874;34.5948856;13
48.8279580047,2.3481701996;24.1057416;13
48.8282662233,2.34804210825;6.776353;13
48.8433160336,2.41502230677;3.5667994;12
48.8450013404,2.4150812005;57.824503;12
48.8442129012,2.40518506688;6.7252375;12
48.8278572652,2.34884990695;9.8015302;13
48.8440979068,2.40494038523;104.6700278;12
48.8442179213,2.40415936981;50.3270748;12
48.8445697004,2.4040264434;106.5299283;12
48.8442325484,2.40424733332;68.834568;12
48.8439186179,2.40428721384;28.2144413;12
48.8448760748,2.40667832662;175.5170973;12
48.8441963975,2.40854765516;138.9395779;12
48.8342964841,2.35303989293;3.530478;13
48.8346955705,2.34437803039;151.6122626;13
48.8352735895,2.34575567686;1.7927195;13
48.8352955475,2.34574675276;5.0375669;13
48.8347270411,2.34564543991;1.8459275;13
48.8350810969,2.3476173332;1.6187176;13
48.8351913918,2.34835197942;1.9244995999999999;13
48.8350899734,2.34856263883;151.1772145;13
48.8349711017,2.34849248767;48.107247;13
48.8349861728,2.35096677689;350.5404766;13
48.8354397238,2.35087265083;40.4450147;13
48.8360408455,2.34190750168;73.9553063;13
48.8364103965,2.3419193262;3.0881763;13
48.8353147407,2.34184496981;50.5411896;13
48.8356718922,2.34567240331;126.2819189;13
48.8352917446,2.34608331918;5.3710915;13
48.8358813321,2.34652888585;1.1518907;13
48.8353285945,2.34607019626;66.9828298;13
48.8356013908,2.34671711928;223.7856224;13
48.8355361019,2.34876212671;60.6748196;13
48.8361750252,2.34878179507;5.746243;13
48.8359270215,2.34995356708;0.8169266;13
48.8357652941,2.350068919;21.286808399999998;13
48.8351945977,2.35245254686;40.3552145;13
48.8355268426,2.35225650865;19.3715287;13
48.8367042715,2.34201009423;107.6040041;13
48.8368176768,2.34374894594;3.837998;13
48.8366995776,2.34442601941;1082.5820385;13
48.8327406438,2.3874630905;2.6234636;12
48.8294708691,2.31808007648;115.9070808;14
48.8297996479,2.31840281494;170.2677803;14
48.8297196803,2.32079011397;3.8552068;14
48.8296925857,2.32063897907;151.3295579;14
48.8297170051,2.31980245459;18.5582922;14
48.8325698394,2.38517642584;1.443119;12
48.832257185,2.38835682479;48.4033607;12
48.8322394154,2.38825492478;376.5108403;12
48.8366842186,2.38327782324;81.9860198;12
48.8364194028,2.38358961031;89.9862177;12
48.8365030426,2.3835106787;8.2090245;12
48.8343290804,2.38609194311;4.6906915;12
48.8343443353,2.38597627406;2.2121595;12
48.8343522467,2.38602145748;7.6000786;12
48.8342565354,2.38623413046;1.7182257;12
48.8342429461,2.38648543379;5.4383077;12
48.8335482859,2.38750192376;344.0486515;12
48.8337662088,2.38791675008;20.3010462;12
48.8336484549,2.38823032938;2.4682596;12
48.8342659023,2.38763103751;99.3608767;12
48.8338606425,2.38852417882;9.7580347;12
48.8342596648,2.38895997607;10.052465399999999;12
48.8867198481,2.29219569175;9.3461089;17
48.8864407707,2.2918460141;7.6393676;17
48.8887007382,2.29120168982;34.9274625;17
48.8867562763,2.29289556564;490.9678074;17
48.8877363224,2.28850796945;8.0602453;17
48.8882038142,2.28942172416;5.245957;17
48.8880917186,2.28927146668;35.2581033;17
48.8879488695,2.28913823478;214.6977678;17
48.8880168355,2.29003150139;349.1860537;17
48.8487040924,2.26257947184;5.5736632;16
48.8489414876,2.26254616605;12.6268894;16
48.8489085913,2.27326621218;2.5067342;16
48.8488626339,2.27398552895;89.2744915;16
48.8486548265,2.27542754486;2.6099978999999998;16
48.849312085,2.2692971955;214.4170407;16
48.8493236585,2.26199660839;24.1997977;16
48.8492682858,2.26512912338;9.077999;16
48.8494426006,2.26518200714;2.3751568;16
48.8494200022,2.26520687191;7.3974754;16
48.8497136661,2.2669667414;12.4741793;16
48.8495824998,2.26755974175;78.8219759;16
48.8497389234,2.26923393288;105.4294218;16
48.8498239222,2.26945947005;8.8775031;16
48.8495132063,2.27046888111;30.3532265;16
48.8490026523,2.27281370693;119.3771049;16
48.8490178681,2.27200124268;6.517108;16
48.8497128536,2.27441075795;2.2124993;16
48.8492508405,2.27442781477;3.1400943;16
48.8490106539,2.27465520442;193.5260415;16
48.8491465713,2.27359448406;13.2241169;16
48.8492327973,2.27620337163;0.8436623;16
48.8496328665,2.27546988412;25.9315005;16
48.8492628303,2.2762302056;11.5039521;16
48.8499496877,2.26280558652;21.2721835;16
48.8498538294,2.26275587871;8.42119;16
48.8498341508,2.26303293593;66.8552185;16
48.8500970507,2.26542448577;82.9326846;16
48.8502804184,2.26531505396;11.3964693;16
48.8500913938,2.26550269088;11.4239238;16
48.8502989241,2.26513773827;50.1136126;16
48.8498210831,2.26485787003;17.2084589;16
48.8497461102,2.26645720276;86.9900912;16
48.8503432122,2.26778196573;2.1725006000000002;16
48.8497365837,2.26794506755;198.177733;16
48.8506102869,2.26897433307;8.5478266;16
48.8503011251,2.26965570488;240.9193501;16
48.8498939451,2.26818201579;1.3500003;16
48.8504226391,2.26827919542;299.8033883;16
48.8502384935,2.26817276884;375.453135;16
48.8496463157,2.27041625428;19.1401099;16
48.8472439492,2.27101034471;246.4639199;16
48.847277886,2.27127533622;7.1402027;16
48.8467153545,2.27174371563;1.8286777;16
48.8468010728,2.2713974593;4.1587101;16
48.8470577599,2.27382976873;1.7303999;16
48.8471675517,2.25950221125;67.4959473;16
48.8462945363,2.27140620829;89.5501353;16
48.8476917466,2.26144957287;71.569893;16
48.8474106801,2.26229154661;1.5750000000000002;16
48.8473842053,2.26238349567;1.5999993;16
48.8471707727,2.2630151647;193.112081;16
48.8471980861,2.2633496699;4.3800025;16
48.847650897,2.26212256914;4.2000006;16
48.8474928752,2.26568234195;11.2153025;16
48.8469946805,2.26566701173;49.1542081;16
48.8474162982,2.2658835149;2.7614172999999997;16
48.8473504105,2.26597086301;67.5457733;16
48.8473969604,2.2660378908;44.6926052;16
48.8475467981,2.26596872515;90.2454228;16
48.8474235869,2.26585904154;115.7197935;16
48.8473061411,2.26811251885;7.9211178;16
48.8477224654,2.26815354159;26.0290787;16
48.8472659425,2.26992790552;2.321473;16
48.8471292713,2.26961269866;275.2882131;16
48.8479688333,2.27077180014;2.6599991;16
48.8475610248,2.2710001506;26.4081918;16
48.8474310582,2.2726602895;274.1544295;16
48.8472271819,2.27252884612;153.6557134;16
48.8481746497,2.2605595557;118.1675239;16
48.8483105485,2.26073795122;140.42708;16
48.84800997,2.262020667;1.6499994;16
48.8475694566,2.26175994149;155.6379088;16
48.8478679358,2.26629712986;61.7347476;16
48.8479111096,2.26613339964;53.7454305;16
48.8482078211,2.26622717898;12.8284991;16
48.8479313826,2.26602864807;20.1142542;16
48.8480977267,2.26664427237;164.0914417;16
48.8476245596,2.2694792148;59.7634032;16
48.8475664504,2.27147923644;153.1751013;16
48.8481214793,2.26173193649;7.9096498;16
48.8483264586,2.26304214174;1.7457696999999999;16
48.848208333,2.26304191729;1.9000008;16
48.8484338569,2.26350434624;1.5500014;16
48.8483810249,2.26429393219;1.8062121;16
48.8483232078,2.26416290879;161.0383401;16
48.882815565,2.31864704552;23.22412;17
48.8827714262,2.3183640176;1.3000005;17
48.8822126841,2.3193630777;4.141846;17
48.8821490117,2.31922334314;245.64503;17
48.8825994608,2.32147308371;1.6634818999999998;17
48.8828522434,2.32184972607;16.8970601;17
48.8830445709,2.32173233835;100.2957924;17
48.8827826396,2.3225184579;9.302454000000001;17
48.8832381448,2.31572955445;68.653368;17
48.8830363677,2.31479827972;1.8242354;17
48.88310692,2.31587163875;463.0945887;17
48.883029389,2.31613615675;1.9475658;17
48.882672564,2.31597642065;1.3160504;17
48.8832299906,2.31683223386;25.1967659;17
48.8834199029,2.31675941426;102.2091807;17
48.8826253445,2.31704795437;1.6107198999999999;17
48.8829573106,2.31701092762;127.374928;17
48.8827524359,2.3166946334;8.0219817;17
48.8828834794,2.31690877178;91.5826679;17
48.8830362843,2.31774290562;3.859118;17
48.8833299959,2.31884704638;1.2016775;17
48.882857142,2.32286875664;65.747036;17
48.8833847475,2.32282666822;31.9574885;17
48.8832844564,2.32288512431;104.5295925;17
48.883039347,2.32203790113;79.4179461;17
48.8834883542,2.32187179948;223.7765079;17
48.8832325583,2.32218146109;148.4924245;17
48.8832233431,2.32194765269;358.884345;17
48.8832907089,2.3146202519;0.9106533;17
48.8836281745,2.31506804209;54.10346;17
48.8837768209,2.316046612;19.4328458;17
48.883602655,2.31574576712;17.0970884;17
48.8834806174,2.3162403401;19.4929757;17
48.8842629172,2.31994164807;184.7588805;17
48.8840875361,2.31733309257;19.9841447;17
48.8859357848,2.3287579537;5.2540052;18
48.8858150449,2.33399447526;1.872884;18
48.8860576934,2.33477083968;3.8243532;18
48.8859115609,2.33424069831;117.3414929;18
48.8864585571,2.33629244731;2.9952383;18
48.8856491839,2.33625296948;1.2505125;18
48.8858890054,2.3359035308;10.3245889;18
48.8858294925,2.33639095743;95.1807787;18
48.8855313077,2.3363662757;10.7404113;18
48.88565575,2.33646627833;3.5382024;18
48.8858914406,2.336573314;41.8096823;18
48.885644833,2.33660080089;7.5148206;18
48.8856639069,2.33778317128;74.8515845;18
48.8867920587,2.32618055804;333.7750233;18
48.8864577514,2.32770704556;14.3389842;18
48.8865543819,2.32687049244;43.800068;18
48.8866528349,2.32850764808;17.9509039;18
48.8866852166,2.32895299334;1.3633948999999999;18
48.8863506758,2.3284108982;202.0687502;18
48.8863476177,2.3287009303;7.5684957;18
48.8862537257,2.3285878124;7.9928668;18
48.8865572894,2.33312081677;21.5661859;18
48.8865397398,2.33292026982;2.3099996;18
48.8863454087,2.3346904851;200.3368297;18
48.8861807515,2.33448611749;115.8165587;18
48.8865403483,2.33445121272;246.9158598;18
48.8866453397,2.33469745277;77.5969979;18
48.8866872097,2.33400710033;141.3680625;18
48.8862057501,2.33524385184;5.8895548;18
48.8865107188,2.33498406586;75.3910236;18
48.8865632911,2.3354044404;28.3214855;18
48.8865836188,2.3350959168;53.7844959;18
48.8866893756,2.33506484584;58.1230495;18
48.8865051512,2.33602344574;3.4409354;18
48.8864869211,2.33638512883;71.133961;18
48.8861590263,2.33747903363;286.2452355;18
48.8861172733,2.33769762533;157.7962407;18
48.8865194798,2.33809295919;2.4216186;18
48.8417284965,2.25820332552;10.6390701;16
48.8415170456,2.25787885791;6.8199006;16
48.842205667,2.25850984592;358.8649385;16
48.8422650269,2.25817091804;72.617554;16
48.8420355447,2.2579886856;69.322827;16
48.8424110162,2.25941575949;3.5994732;16
48.841505854,2.25852260158;5.260243;16
48.8426277682,2.26017974173;37.6922345;16
48.8424904547,2.2605957754;38.4850898;16
48.8427012425,2.26011027878;249.0304867;16
48.8424649719,2.26074586947;8.8993852;16
48.8427714155,2.25645711011;13.3893926;16
48.8434276293,2.25626262088;193.5552492;16
48.8443618146,2.27026233927;284.3502362;16
48.844016599,2.2606288362;138.6465638;16
48.8440586496,2.26002394613;18.032777;16
48.8442691381,2.26239482651;21.9510341;16
48.8444230845,2.2605715255;21.4475515;16
48.8443313502,2.26084634997;1.1757442;16
48.8441051962,2.26372285809;299.302844;16
48.8448555379,2.26424021397;7.4550105;16
48.8441842118,2.2642538492;11.0868129;16
48.8442756306,2.26487719915;135.8418087;16
48.8442036188,2.26539111466;18.7644838;16
48.8441699387,2.26569799494;7.7419229;16
48.844604309,2.26514563228;5.5289608;16
48.8443377906,2.26503864281;44.9143021;16
48.8445953683,2.2649983994;17.0276443;16
48.8447751579,2.25951898075;19.5399129;16
48.8448657202,2.25923494629;7.9199983;16
48.8450737602,2.25954393436;571.2794487;16
48.8445550676,2.25981423809;91.5950036;16
48.8446889033,2.25960618533;497.1358387;16
48.8446997621,2.26030429915;33.3882136;16
48.8448924494,2.26123154668;7.990816;16
48.8454802863,2.26152042873;172.5774043;16
48.8454132451,2.26265560366;32.192889;16
48.8454700646,2.26245374176;14.2534776;16
48.8448190763,2.26332702671;25.0183155;16
48.844719652,2.26162346631;0.6679959;16
48.8446432846,2.26361415945;3.9375587;16
48.8456698831,2.26172203347;31.4603443;16
48.8449863903,2.26622926187;181.3894892;16
48.8446048836,2.26303368219;149.3371205;16
48.8453942065,2.25926178234;1.8299976;16
48.8453924185,2.25996269612;7.8933561999999995;16
48.8455889629,2.25914642141;87.955071;16
48.8458123694,2.26221681849;2.2445671;16
48.8457626838,2.26217557134;2.2445815;16
48.845417424,2.26189051573;4.1200014;16
48.8453669135,2.26385695954;83.2129001;16
48.8453470715,2.2621828517;16.6948136;16
48.846248892,2.26388576561;25.4778627;16
48.8457022869,2.26415743853;9.6692701;16
48.8921194476,2.30249345667;592.0979022;17
48.8922811871,2.30261190715;1.6607726999999999;17
48.8924518625,2.30307522447;81.7959967;17
48.8936743434,2.31104166775;901.1412898;17
48.8918125032,2.30522138812;1.7741441;17
48.8920435921,2.30491014567;4.8992892;17
48.8919405713,2.30533570866;0.21250000000000002;17
48.89186469,2.3051231636;3.9173909;17
48.8921363758,2.3047718382;11.5503585;17
48.8921060035,2.30479899042;4.6400077;17
48.8925464322,2.30378214875;18.7496487;17
48.8945337862,2.31257345788;9.225941;17
48.8948141951,2.31181104347;9.6978534;17
48.8791228802,2.30068376129;26.178175799999998;17
48.8791115657,2.30099208756;3.4530883;17
48.8802162478,2.2994107076;3.2798378;17
48.8795046662,2.30161343056;284.0261862;17
48.8794018281,2.30271721752;3.8150008;17
48.8792591034,2.302434742;7.1034839;17
48.8803326913,2.30163175018;361.7869267;17
48.8799678495,2.30181010098;3.0550976;17
48.8798330427,2.30075401778;7.7246542;17
48.8800716298,2.30137778697;1.7874984999999999;17
48.8802751136,2.30128673726;7.3739115;17
48.8803157052,2.30310128033;329.1673339;17
48.8796744736,2.30339201169;5.8120864;17
48.8804502396,2.30385351705;460.779046;17
48.8799269881,2.30480410001;5.7662902;17
48.8796877657,2.30372906078;1.5760006;17
48.8796514409,2.30425615732;0.6661327;17
48.8797844528,2.30431827233;55.6280978;17
48.8798307024,2.30382920544;1.5309572;17
48.8803345268,2.30645591274;13.0153565;17
48.8803255812,2.30641508789;11.3941286;17
48.8802010171,2.30516897625;143.4725862;17
48.8802433127,2.30513086353;8.5493352;17
48.8799774681,2.30551223431;8.3550471;17
48.8805055015,2.30015406821;1.9125001;17
48.8807250295,2.30117717424;24.2453036;17
48.8870421625,2.33807337754;18.6172626;18
48.887378449,2.33242615047;10.5226351;18
48.8883681453,2.33930703329;95.7932876;18
48.8882375826,2.33967643656;1.6799996;18
48.8883652424,2.33960501913;25.1561092;18
48.8880062729,2.33957866813;3.5042647000000002;18
48.8884929848,2.3274737918;42.4462017;18
48.888202977,2.32702545481;164.4217332;18
48.8881153356,2.33258082543;3.1199991;18
48.8885038354,2.33294742393;1.9941734;18
48.8883009134,2.33261797419;5.2449366;18
48.8886256713,2.33508401026;147.9959378;18
48.8882141669,2.33486305401;1.5119984;18
48.8883138643,2.33642928673;34.7338288;18
48.8882682668,2.33679749919;16.7613147;18
48.8881978993,2.33610617179;5.8939351;18
48.8881062091,2.33637488734;2.1000003;18
48.8883194087,2.33742768566;8.2488229;18
48.8879542993,2.33718183001;109.1177487;18
48.8883725431,2.33702282509;18.2392388;18
48.8884060379,2.3386496505;60.389027;18
48.888610165,2.32720567693;23.2209838;18
48.8887781328,2.32618490705;2.0868665;18
48.8885841416,2.32613120674;5.2269263;18
48.8892298674,2.33181751473;244.3297031;18
48.8888668424,2.332989386;26.9129277;18
48.8887612635,2.33312770441;2.5600006;18
48.8888410022,2.33542226741;33.8433721;18
48.888858532,2.33660058854;671.6960743;18
48.8388450671,2.2617824683;3.1659186;16
48.8386934219,2.26254837295;46.5430911;16
48.8395627543,2.26192273465;113.3016395;16
48.8394869059,2.2617063433;193.4865647;16
48.8389785798,2.26582560595;1.6225007;16
48.8392326112,2.26333377334;16.2765029;16
48.8392640532,2.26303091482;5.9611362;16
48.8384013111,2.26275464127;286.9876423;16
48.8393582027,2.26537566815;167.4636895;16
48.8393069271,2.26592802213;35.5970779;16
48.8392735667,2.26627961092;8.4315023;16
48.8392121923,2.26662628702;1.920001;16
48.8401289931,2.25593156432;25.3628436;16
48.8402389932,2.25685027045;5.7585501;16
48.8402855023,2.25763044071;9.4263637;16
48.8400539198,2.25742907895;101.181665;16
48.8397151582,2.25770389413;14.9109574;16
48.8398443382,2.25734988362;0.8030738;16
48.839777742,2.25773703676;2.1499993;16
48.8405012709,2.25672277665;6.2915753;16
48.8404577278,2.26157238322;32.4871449;16
48.8397407259,2.26101648199;5.458105;16
48.839826406,2.261847578;2.2063719;16
48.8401144704,2.26110470607;40.2681987;16
48.8401671135,2.26142275456;1.0751634;16
48.8401117743,2.26316415666;1.0007263;16
48.8405976726,2.26172874247;5.6704262;16
48.8405008298,2.26198982401;5.4658922;16
48.8407459293,2.262448743;70.0360045;16
48.8398399913,2.26264250211;118.430181;16
48.839980148,2.26209740512;10.1889013;16
48.8400477481,2.26335128563;10.9309568;16
48.8402256014,2.26465300931;1.6091954;16
48.8395337857,2.26522298998;5.3231479;16
48.8396762813,2.26607405659;2.4919173;16
48.8824005205,2.30033532143;712.2182087;17
48.8814866526,2.30166542142;1.4687061;17
48.8815034948,2.3030582656;203.1502452;17
48.8818161976,2.30356043353;4.5221693;17
48.8819962955,2.30310543144;2.309844;17
48.8819738282,2.30267305434;105.3570122;17
48.8817737348,2.30398802218;5.4118653;17
48.8816321385,2.30456682607;0.6255993999999999;17
48.8816969558,2.30521530667;289.067852;17
48.8819945079,2.30537136374;259.9185621;17
48.8815544567,2.30551348884;188.6442564;17
48.8821313288,2.3057713613;201.3081924;17
48.8817288619,2.30879525028;229.3350571;17
48.8817827793,2.30809791333;13.5353654;17
48.8829140723,2.31103844726;160.9047804;17
48.8828588098,2.31120035061;192.9149213;17
48.8814682282,2.30962422216;8.1056412;17
48.8814531082,2.30937219438;54.8207975;17
48.8820064417,2.31192731692;7.3379322;17
48.8819059004,2.31164758418;166.9254167;17
48.8829266185,2.31154824832;46.6550699;17
48.8829285297,2.31164802985;122.7082106;17
48.8813257161,2.314214702;356.7223305;17
48.8813677974,2.31441981888;1.4667487;17
48.8814869702,2.31469036242;11.1871237;17
48.8813147768,2.31462901204;153.477866;17
48.8814051733,2.31517166085;1.4299993;17
48.8815402749,2.31484842136;1.4500001999999999;17
48.88046832,2.29829013998;2.7299989;17
48.8809465714,2.29885275923;130.767413;17
48.8806233219,2.29906638694;64.2246688;17
48.8807337053,2.29896855699;12.0619489;17
48.8816354187,2.28478525665;30.5921838;17
48.8817562789,2.28633504079;11.713746;17
48.881536031,2.28674037721;43.1628;17
48.8818962356,2.28706390661;202.3007357;17
48.8811421892,2.28871535889;70.6488281;17
48.8816110039,2.28885371899;0.7528035;17
48.8817152486,2.28865620506;7.9775534;17
48.8817834982,2.28805389788;6.6969053;17
48.8816287369,2.29003725599;29.7819595;17
48.8814551133,2.29368073318;11.9333728;17
48.8816545618,2.29420033631;175.2881385;17
48.8812923246,2.29515941255;7.9370263;17
48.8815795888,2.2962121823;3.5375823;17
48.8816993125,2.29637634072;2.7300006;17
48.8815434674,2.29695223752;53.3216929;17
48.8818262375,2.29755758387;6.3969888;17
48.8814968427,2.29747020078;6.3713325;17
48.8822730216,2.28529334215;9.3662982;17
48.8823651654,2.28532744249;3.3679518;17
48.8823741537,2.2852919288;342.9728151;17
48.8820638579,2.28836170651;217.8557995;17
48.8822911549,2.28825947074;2.5025009000000003;17
48.8826479384,2.28777310234;35.2562244;17
48.8820094761,2.28977729678;276.9627473;17
48.8821888945,2.28884926999;83.8029195;17
48.8821827832,2.28923179618;405.7980936;17
48.8823180746,2.28901963184;21.3407703;17
48.8825687155,2.28953034633;7.0374172;17
48.8823648301,2.28950116282;55.3526466;17
48.8825876029,2.29001326754;3.5454165;17
48.8827537164,2.28994849464;25.7726847;17
48.8995351104,2.3699137925;2.8674998;18
48.9001411455,2.36996937767;81.4176591;18
48.9011152153,2.36987890762;84.95544;18
48.900182679,2.36859131477;237.1212279;18
